COURSE,Unnamed: 1,TITLE,ACP,CS,COMP1,HUM,NAT,QR,SBS,Year,Term,TermYear,Average_GPA
EALC 130,,The Chinese Language,,NW,,,,,SS,2026,Spring,2026-sp,3.55
EALC 250,,Intro to Japanese Culture,,NW,,,,,SS,2026,Spring,2026-sp,3.03
EALC 280,,Anthropology of Martial Arts,,NW,,,,,SS,2026,Spring,2026-sp,3.76
EALC 365,,Contemporary Korean Society,,NW,,,,,SS,2026,Spring,2026-sp,3.57
ECON 102,,Microeconomic Principles,,,,,,,SS,2026,Spring,2026-sp,3.31
ECON 103,,Macroeconomic Principles,,,,,,,SS,2026,Spring,2026-sp,3.11
ECON 210,,Environmental Economics & Policy,,,,,,,SS,2026,Spring,2026-sp,
ENVS 210,,Environmental Economics & Policy,,,,,,,SS,2026,Spring,2026-sp,
EPSY 222,,Language & Culture of Deaf Communities,,US,,,,,SS,2026,Spring,2026-sp,
ESE 106,,Geographies of Globalization,,NW,,,,,SS,2026,Spring,2026-sp,
ESE 210,,Social & Environmental Issues,,,,,,,SS,2026,Spring,2026-sp,
ESE 254,,"People, Places, and Environments of the US",,US,,,,,SS,2026,Spring,2026-sp,
ESE 287,,Environment and Society,,WCC,,,,,SS,2026,Spring,2026-sp,
FR 190,,French Food for Thought,,WCC,,,,,SS,2026,Spring,2026-sp,
GGIS 101,,Global Development & Environment,,NW,,,,,SS,2026,Spring,2026-sp,3.81
GGIS 104,,Social and Cultural Geography,,,,,,,SS,2026,Spring,2026-sp,3.37
GGIS 106,,Geographies of Globalization,,NW,,,,,SS,2026,Spring,2026-sp,3.47
GGIS 204,,Cities of the World,,WCC,,,,,SS,2026,Spring,2026-sp,3.62
GGIS 210,,Social & Environmental Issues,,,,,,,SS,2026,Spring,2026-sp,3.47
GGIS 221,,Geographies of Global Conflict,,,,,,,SS,2026,Spring,2026-sp,3.7
GGIS 224,,Environmental Data Science,,,,,,,SS,2026,Spring,2026-sp,3.73
GGIS 254,,"People, Places, and Environments of the US",,US,,,,,SS,2026,Spring,2026-sp,3.58
GGIS 287,,Environment and Society,,WCC,,,,,SS,2026,Spring,2026-sp,
GLBL 100,,Intro to Global Studies,,WCC,,,,,SS,2026,Spring,2026-sp,3.56
GLBL 200,,Foundations of Research,,,,,,QR2,SS,2026,Spring,2026-sp,3.82
GLBL 221,,Geographies of Global Conflict,,,,,,,SS,2026,Spring,2026-sp,
GSD 202,,Let’s Play: Understanding the Role of Play in Life and Art,,,,,,,SS,2026,Spring,2026-sp,3.76
GWS 100,,Intro Gender & Women's Studies,,,,,,,SS,2026,Spring,2026-sp,3.2
GWS 250,,Gender and Representation,,,,,,,SS,2026,Spring,2026-sp,3.4
HDFS 120,,Intro to Family Studies,,US,,,,,SS,2026,Spring,2026-sp,3.44
HDFS 220,,Families in Global Perspective,,NW,,,,,SS,2026,Spring,2026-sp,3.44
HDFS 221,,Asian Families in America,,US,,,,,SS,2026,Spring,2026-sp,
HDFS 225,,Close Relationships,,,,,,,SS,2026,Spring,2026-sp,3.46
HK 110,,Contemporary Health,,,,,,,SS,2026,Spring,2026-sp,3.66
HK 111,,Introduction to Public Health,,,,,,,SS,2026,Spring,2026-sp,3.68
HK 140,,Social Sci of Human Movement,,,,,,,SS,2026,Spring,2026-sp,3.69
HK 203,,Introduction to Health Technology,,,,,,,SS,2026,Spring,2026-sp,3.66
HK 243,,Sport & Modern Society,,,,,,,SS,2026,Spring,2026-sp,3.7
HK 270,,Leadership in Health,,,,,,,SS,2026,Spring,2026-sp,3.8
HK 302,,Disability in American Society,,,,,,,SS,2026,Spring,2026-sp,3.86
INFO 202,,Social Aspects Info Tech,,,,,,,SS,2026,Spring,2026-sp,3.19
IS 101,,Introduction to Information Sciences,,,,,,,SS,2026,Spring,2026-sp,3.78
IS 145,,Mapping Inequalities,,US,,,,QR2,SS,2026,Spring,2026-sp,3.51
IS 202,,Social Aspects Info Tech,,,,,,,SS,2026,Spring,2026-sp,3.69
IS 266,,Community Innovation,,WCC,,,,,SS,2026,Spring,2026-sp,3.15
LAST 170,,"Que Pasa in Latin America? Cultures, Histories and Politics South of the Rio Grande",,NW,,,,,SS,2026,Spring,2026-sp,3.49
LAST 210,,Life in the Andes,,NW,,,,,SS,2026,Spring,2026-sp,3.77
LEAD 260,,Foundations of Leadership,,,,,,,SS,2026,Spring,2026-sp,3.55
LER 100,,Introduction to Labor Studies,,,,,,,SS,2026,Spring,2026-sp,2.59
LING 100,,Intro to Language Science,,,,,,,SS,2026,Spring,2026-sp,3.49
LING 104,,Talking Culture,,,,,,,SS,2026,Spring,2026-sp,
LING 250,,American Voices: Linguistic Diversity in the US,,US,,,,,SS,2026,Spring,2026-sp,3.52
LLS 100,,Intro Latina/Latino Studies,,US,,,,,SS,2026,Spring,2026-sp,3.45
LLS 201,,US Racial & Ethnic Politics,,US,,,,,SS,2026,Spring,2026-sp,
LLS 220,,Latina/o Migration,,US,,,,,SS,2026,Spring,2026-sp,3.33
LLS 258,,Muslims in America,,US,,,,,SS,2026,Spring,2026-sp,
LLS 259,,Latina/o Anthropology,,US,,,,,SS,2026,Spring,2026-sp,
MACS 202,,Social Aspects Info Tech,,,,,,,SS,2026,Spring,2026-sp,
MACS 266,,Community Innovation,,WCC,,,,,SS,2026,Spring,2026-sp,
MACS 351,,Media Analysis,,,,,,,SS,2026,Spring,2026-sp,3.25
MUSE 250,,The World Through Museums,,WCC,,,,,SS,2026,Spring,2026-sp,3.57
NRES 210,,Environmental Economics & Policy,,,,,,,SS,2026,Spring,2026-sp,
NRES 224,,Environmental and Climate Justice,,US,,,,,SS,2026,Spring,2026-sp,3.67
NRES 287,,Environment and Society,,WCC,,,,,SS,2026,Spring,2026-sp,3.29
PHIL 106,,Ethics and Social Policy,,,,,,,SS,2026,Spring,2026-sp,3.69
PHIL 107,,Intro to Political Philosophy,,,,,,,SS,2026,Spring,2026-sp,3.34
PORT 150,,Writing Brazilians into the U.S.,,US,,,,,SS,2026,Spring,2026-sp,3.85
PS 100,,Intro to Political Science,,,,,,,SS,2026,Spring,2026-sp,3.27
PS 101,,Intro to US Gov & Pol,,,,,,,SS,2026,Spring,2026-sp,3.08
PS 152,,The New Middle East,,NW,,,,,SS,2026,Spring,2026-sp,3.32
PS 201,,US Racial & Ethnic Politics,,US,,,,,SS,2026,Spring,2026-sp,3.28
PS 214,,American Indian Law & Politics,,US,,,,,SS,2026,Spring,2026-sp,3.28
PS 224,,Politics of the National Parks,,,,,,,SS,2026,Spring,2026-sp,3.37
PS 225,,Environmental Politics & Policy,,,,,,,SS,2026,Spring,2026-sp,2.77
PS 229,,Doing Politics Research,,,,,,QR2,SS,2026,Spring,2026-sp,
PS 240,,Intro to Comp Politics,,,,,,,SS,2026,Spring,2026-sp,3.26
PS 241,,Comparative Politics in the Global South,,NW,,,,,SS,2026,Spring,2026-sp,3.1
PS 273,,Environment and Society,,WCC,,,,,SS,2026,Spring,2026-sp,
PS 280,,Intro to Intl Relations,,,,,,,SS,2026,Spring,2026-sp,3.07
PS 281,,Intro to Intl Relations-ACP,ACP,,,,,,SS,2026,Spring,2026-sp,3.2
PS 282,,Governing Globalization,ACP,,,,,,SS,2026,Spring,2026-sp,3.37
PSYC 239,,Community Psych,,,,,,,SS,2026,Spring,2026-sp,3.58
REES 200,,Intro to Russia and Eurasia,,,,,,,SS,2026,Spring,2026-sp,
REES 201,,Introduction to Eastern Europe,,,,,,,SS,2026,Spring,2026-sp,3.81
REES 265,,Central Asian Societies,,NW,,,,,SS,2026,Spring,2026-sp,
REL 258,,Muslims in America,,US,,,,,SS,2026,Spring,2026-sp,
RST 100,,"Recreation, Sport, and Tourism in Modern Society",,,,,,,SS,2026,Spring,2026-sp,3.36
RST 224,,Politics of the National Parks,,,,,,,SS,2026,Spring,2026-sp,
RST 225,,Environmental Politics & Policy,,,,,,,SS,2026,Spring,2026-sp,
RST 335,,Leisure and Consumer Culture,,WCC,,,,,SS,2026,Spring,2026-sp,3.34
SAME 152,,The New Middle East,,NW,,,,,SS,2026,Spring,2026-sp,3.12
SAME 265,,Central Asian Societies,,NW,,,,,SS,2026,Spring,2026-sp,
SHS 222,,Language & Culture of Deaf Communities,,US,,,,,SS,2026,Spring,2026-sp,3.72
SHS 271,,Communication and Aging,,,,,,,SS,2026,Spring,2026-sp,3.66
SOC 100,,Introduction to Sociology,,,,,,,SS,2026,Spring,2026-sp,3.39
SOC 101,,Sociology of Gender,,,,,,,SS,2026,Spring,2026-sp,3.08
SOC 130,,Intro Gender & Women's Studies,,,,,,,SS,2026,Spring,2026-sp,
SOC 160,,Global Ineq and Social Change,,NW,,,,,SS,2026,Spring,2026-sp,3.44
SOC 161,,Introduction to Poverty,,WCC,,,,,SS,2026,Spring,2026-sp,3.2
SOC 180,,Stress and Health in African American Communities,,US,,,,,SS,2026,Spring,2026-sp,
SOC 221,,Latina/o Migration,,US,,,,,SS,2026,Spring,2026-sp,
SOC 225,,Race and Ethnicity,,US,,,,,SS,2026,Spring,2026-sp,3.37
SOC 265,,Central Asian Societies,,NW,,,,,SS,2026,Spring,2026-sp,
SOC 270,,Global Demography,,,,,,,SS,2026,Spring,2026-sp,2.99
SOC 350,,Technology and Society,,,,,,,SS,2026,Spring,2026-sp,3.48
SOC 373,,Social Inequality,,,,,,,SS,2026,Spring,2026-sp,3.29
SOCW 200,,Introduction to Social Work,,,,,,,SS,2026,Spring,2026-sp,3.17
SOCW 240,,Death & Dying,,,,,,,SS,2026,Spring,2026-sp,3.46
SOCW 245,,Doing Good through the Nonprofit Sector,,,,,,,SS,2026,Spring,2026-sp,3.76
SOCW 297,,Asian Families in America,,US,,,,,SS,2026,Spring,2026-sp,3.82
UP 136,,Urban Sustainability,,,,,,,SS,2026,Spring,2026-sp,3.7
UP 185,,Cities in a Global Perspective,,NW,,,,,SS,2026,Spring,2026-sp,3.42
UP 210,,Environmental Economics & Policy,,,,,,,SS,2026,Spring,2026-sp,
UP 260,,Social Inequality and Planning,,,,,,,SS,2026,Spring,2026-sp,3.33
CI 210,,Introduction to Digital Learning Environments,,,,,,,BSC,2026,Spring,2026-sp,3.87
CMN 102,,Introduction to Communication,,,,,,,BSC,2026,Spring,2026-sp,3.12
CMN 260,,Intro to Health Communication,,WCC,,,,,BSC,2026,Spring,2026-sp,3.15
DTX 180,,Exercising Empathy,,,,,,,BSC,2026,Spring,2026-sp,3.49
EPSY 201,,Educational Psychology,,,,,,,BSC,2026,Spring,2026-sp,3.78
EPSY 220,,"Career Development: Exploration, Choice, and Skills",,,,,,,BSC,2026,Spring,2026-sp,3.6
HDFS 105,,Intro to Human Development,,,,,,,BSC,2026,Spring,2026-sp,3.69
HK 250,,Motor Development and Control,,,,,,,BSC,2026,Spring,2026-sp,3.56
HK 262,,"Motor Develop, Growth & Form",,,,,,,BSC,2026,Spring,2026-sp,3.46
HK 272,,Aging and Health Policy,,,,,,,BSC,2026,Spring,2026-sp,3.84
HK 300,,Health Behavior Theories and Applications,ACP,,,,,,BSC,2026,Spring,2026-sp,3.56
JOUR 101,,Interactive Media & You,,,,,,,BSC,2026,Spring,2026-sp,3.74
LING 225,,"Language, Mind, and Brain",,,,,,,BSC,2026,Spring,2026-sp,3.1
LING 270,,"Language, Technology & Society",,WCC,,,,,BSC,2026,Spring,2026-sp,3.58
PSYC 100,,Intro Psych,,,,,,,BSC,2026,Spring,2026-sp,3.12
PSYC 144,,"Stereotypes, Prejudice & Discrimination",,US,,,,,BSC,2026,Spring,2026-sp,3.72
PSYC 201,,Intro to Social Psych,,,,,,,BSC,2026,Spring,2026-sp,3.18
PSYC 207,,Psychology of Prejudice and Discrimination,,,,,,,BSC,2026,Spring,2026-sp,3.37
PSYC 225,,"Language, Mind, and Brain",,,,,,,BSC,2026,Spring,2026-sp,
PSYC 230,,Perception & Sensory Processes,,,,,,,BSC,2026,Spring,2026-sp,3.38
PSYC 322,,Introduction to Intellectual Disability,,,,,,,BSC,2026,Spring,2026-sp,
RST 120,,"Parks, Recreation, and Environments",,,,,,,BSC,2026,Spring,2026-sp,3.46
SHS 120,,"Child, Comm, & Lang Ability",,,,,,,BSC,2026,Spring,2026-sp,3.57
SPED 322,,Introduction to Intellectual Disability,,,,,,,BSC,2026,Spring,2026-sp,3.51
