course_id,name,credit_hours,description,prerequisite,link
CEE 583,Shear Strength of Soils,4,Physico-chemical properties of soils; fabric and structure of soil; mechanism of shearing resistance; residual shear strength of overconsolidated clays and clay shales; long-term shear strength of overconsolidated clays; Hvorslev shear strength parameters; undrained shear strength of clays. Prerequisite: CEE 483 .,Prerequisite: CEE 483 .,https://courses.illinois.edu/schedule/terms/CEE/583
CEE 585,Deep Foundations,4,"Ultimate capacities and load-deflection of piles and drilled shafts subjected to compressive loads, tensile loads, and lateral loads; effects of duration of load, soil-structure interaction; two- and three-dimensional analysis of pile groups with closely-spaced piles; effects of installation; inspection of deep foundations and full-scale field tests. Prerequisite: CEE 484 .",Prerequisite: CEE 484 .,https://courses.illinois.edu/schedule/terms/CEE/585
CEE 586,Rock Mechanics and Behavior,4,"Rock classification, stress and strain, elastic and inelastic deformation, failure criteria, rock-fluid interaction, poroelasticity, fluid flow in rock, thermal effect on rock deformation, geo-energy applications. Prerequisite: CEE 483 and TAM 451 .",Prerequisite: CEE 483 and TAM 451 .,https://courses.illinois.edu/schedule/terms/CEE/586
CEE 587,Applied Rock Mechanics,4,Application of rock mechanics to engineering problems; shear strength of rock masses; dynamic and static stability of rock slopes; deformability of rock masses; design of pressure tunnel linings and dam foundations; controlled blasting and blasting vibrations; tunnel support; machine tunneling; design and construction of large underground openings; field instrumentation. Prerequisite: CEE 586 .,Prerequisite: CEE 586 .,https://courses.illinois.edu/schedule/terms/CEE/587
CEE 588,Geotechnical Earthquake Engrg,4,"Seismic hazard analysis, cyclic response of soils and rock; wave propagation through soil and local site effects; liquefaction and post liquefaction behavior, seismic soil-structure of foundations and underground structures, seismic design of retaining walls, underground structures and tunnels. Construction and machine vibrations. Blasting. Prerequisite: CEE 472 and CEE 483 .",Prerequisite: CEE 472 and CEE 483 .,https://courses.illinois.edu/schedule/terms/CEE/588
CEE 589,Computational Geomechanics,4,"Numerical modeling, multi-phase domain equations, constitutive modeling of soils and rock, continuum and discrete element modeling. Upper and lower bound limit analysis methods. Simulation of soil-structure interaction problems and construction activities. Prerequisite: CEE 483 . Recommended: one of AE 420 , CEE 470 , CSE 451 , or ME 471 .",Prerequisite: CEE 483 .,https://courses.illinois.edu/schedule/terms/CEE/589
CEE 590,Geotechnical Field Measurement,4,"Discussion of observational method in geotechnical engineering. Historical, theoretical, experimental, and empirical development of in-situ tests and instrumentation in geotechnical engineering. Practical applications and limitation of field testing devices and instruments. Interpretation of test results and measurements for geotechnical site characterization. Discussion of data acquisition systems and data management. Introduction of emerging technologies in field testing and instrumentation. Prerequisite: CEE 483 and CEE 484 .",Prerequisite: CEE 483 and CEE 484 .,https://courses.illinois.edu/schedule/terms/CEE/590
CEE 591,Reliability Analysis,4,"Introduction to applied probability theory and random processes, Bayesian analysis of model uncertainties. Formulation of reliability for components and systems. Exact solutions for special cases. Approximate solutions by second-moments, first- and second-order reliability methods (FORM and SORM), the response surface method, simulation methods including importance sampling techniques. Reliability-based optimal design and probabilistic design codes. Time- and space-variant reliability formulations. Prerequisite: CEE 491 .",Prerequisite: CEE 491 .,https://courses.illinois.edu/schedule/terms/CEE/591
CEE 592,Sustainable Urban Systems,4,"Fundamental concepts of sustainability and resilience in urban systems, including the complex interactions among human, engineered, and natural systems. Project-based format, focusing on real-world problems solicited from government agencies, industry, and non-governmental organizations in one or more partnering cities. Students work in multidisciplinary teams with faculty advisors from multiple departments and colleges. Same as NRES 592 and UP 576 . Prerequisite: One of ATMS 421 , CEE 491 , NRES 439 , UP 456 , UP 480 , or equivalent course related to sustainable urban systems; and one of NRES 454 , UP 418 , GEOG 480, or equivalent course related to geographic information systems (GIS).","Prerequisite: One of ATMS 421 , CEE 491 , NRES 439 , UP 456 , UP 480 , or equivalent course related to sustainable urban systems; and one of NRES 454 , UP 418 , GEOG 480, or equivalent course related to geographic information systems (GIS).",https://courses.illinois.edu/schedule/terms/CEE/592
CEE 593,Tunneling in Soil and Rock,4,"History of development of tunneling design and methods. Relationship of geology on anticipated ground response to tunneling. Study of tunneling methods unique to tunnels in soil, tunnels in rock, caverns in soils and caverns in rock. Analysis approaches for tunnels in soils and rock. Geotechnical Baselines report and other risk allocation tools for tunnel construction. Case histories of tunneling projects. The course lectures will be scheduled for twice a week for 80 minutes each class during a 16 week semester. Prerequisite: CEE 483 required. Credit or concurrent enrollment in CEE 484 is required.",Prerequisite: CEE 483 required.,https://courses.illinois.edu/schedule/terms/CEE/593
CEE 595,Seminar,0 to 1,"Discussion of current topics in civil and environmental engineering and related fields by staff, students, and visiting lecturers. Approved for S/U grading only. May be repeated.",,https://courses.illinois.edu/schedule/terms/CEE/595
CEE 597,Independent Study,1 to 16,Individual investigations or studies of any phase of civil engineering selected by the student and approved by the adviser and the staff member who will supervise the investigation. May be repeated. Prerequisite: Consent of instructor.,Prerequisite: Consent of instructor.,https://courses.illinois.edu/schedule/terms/CEE/597
CEE 598,Special Topics,1 to 4,Subject offerings of new and developing areas of knowledge in civil and environmental engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,See Class Schedule or departmental course information for topics and prerequisites.,https://courses.illinois.edu/schedule/terms/CEE/598
CEE 599,Thesis Research,0 to 16,Approved for S/U grading only. May be repeated in the same term or in separate terms.,,https://courses.illinois.edu/schedule/terms/CEE/599
CHBE 101,Hidden World of Engineering,3,"Tells the stories of everyday objects: bathtubs, pop cans and screws. These simple objects shape our lives, yet are engineering masterpieces. To unveil this hidden world the course uses a humanistic approach. Designed to appeal to all majors, it uses human stories - filled with failures and triumphs - to reveal the methods of engineers. The course enchants with tales of ancient steel making, today's pop cans, huge stone monuments, and salt. The course will change how a student looks at his or her world. Several sessions focus on women engineers and the environment. This course satisfies the General Education Criteria for: Nat Sci & Tech - Phys Sciences",,https://courses.illinois.edu/schedule/terms/CHBE/101
CHBE 121,CHBE Profession,1,Lectures and problems on the history and scope of chemical engineering endeavors; decisions and criteria for process development and plant design. Approved for S/U grading only. Prerequisite: CHEM 102 or CHEM 202 .,Prerequisite: CHEM 102 or CHEM 202 .,https://courses.illinois.edu/schedule/terms/CHBE/121
CHBE 199,Undergraduate Open Seminar,1 to 5,Approved for letter and S/U grading. May be repeated.,,https://courses.illinois.edu/schedule/terms/CHBE/199
CHBE 202,Cooperative Education Practice,0,Same as CHEM 293 . See CHEM 293 .,,https://courses.illinois.edu/schedule/terms/CHBE/202
CHBE 210,CHBE Internship,0,"Full-time practice of chemical science in an off-campus industrial setting or research laboratory environment. Summary report required. Approved for S/U grading. May be repeated. Prerequisite: Completion of freshman year or equivalent, or consent of Director of Cooperative Education in Chemical and Biomolecular Engineering.","Prerequisite: Completion of freshman year or equivalent, or consent of Director of Cooperative Education in Chemical and Biomolecular Engineering.",https://courses.illinois.edu/schedule/terms/CHBE/210
CHBE 221,Principles of CHE,3,Lectures and problems on material and energy balances. Prerequisite: CHEM 104 or CHEM 204 ; credit or concurrent registration in CS 101 .,Prerequisite: CHEM 104 or CHEM 204 ; credit or concurrent registration in CS 101 .,https://courses.illinois.edu/schedule/terms/CHBE/221
CHBE 297,Individual Study Sophomores,1 to 3,Individual study of problems related to Chemical and Biomolecular Engineering. May be repeated to a maximum of 6 hours. Prerequisite: Sophomore standing and consent of instructor.,Prerequisite: Sophomore standing and consent of instructor.,https://courses.illinois.edu/schedule/terms/CHBE/297
CHBE 321,Thermodynamics,4,Fundamental concepts and the laws of thermodynamics; the first and second law applications to phase equilibrium and chemical equilibrium and other applications in the Chemical and Biomolecular Engineering profession. Credit is not given toward graduation for CHBE 321 and either ABE 340 or ME 200 . Prerequisite: CHBE 221 and MATH 241 .,Prerequisite: CHBE 221 and MATH 241 .,https://courses.illinois.edu/schedule/terms/CHBE/321
CHBE 397,Individual Study for Juniors,1 to 3,Individual study of problems related to Chemical and Biomolecular Engineering. May be repeated to a maximum of 6 hours. Prerequisite: Junior standing and consent of instructor.,Prerequisite: Junior standing and consent of instructor.,https://courses.illinois.edu/schedule/terms/CHBE/397
CHBE 411,Probability and Statistics for ChBE,3,"Introduction to the foundations of probability and statistics with applications from chemistry, chemical engineering, and biomolecular engineering. Topics include axioms, Bayes’ rule, counting techniques, common distributions, expectation values, confidence intervals, hypothesis testing, regression techniques, analysis of variance, error propagation, likelihood maximization, design of experiments, and an introduction to Bayesian statistics. 3 undergraduate hours. No graduate credit. Credit is not given toward graduation for CHBE 411 and IE 300 , STAT 107 or STAT 400 . Prerequisite: MATH 231 .",Prerequisite: MATH 231 .,https://courses.illinois.edu/schedule/terms/CHBE/411
CHBE 412,Computational Tools in Chemical Engineering,3,"An introduction to computational tools in Python to solve problems in chemical engineering. Methods for solving nonlinear and differential equations, plotting/animation, optimization, and data modeling are discussed. 3 undergraduate hours. No graduate credit.",,https://courses.illinois.edu/schedule/terms/CHBE/412
CHBE 413,Data Science for Chemistry and Engineering,4,"Introduction to machine learning and deep learning in the context of chemical sciences. Students gain hands-on experience through in-class exercises and homework using real data sets from chemistry, chemical engineering, biomolecular engineering, and material science. Unique processing and featurization techniques relevant to the chemistry sector are taught. Guest lectures by chemical data scientists from industry and academia offer insight into practical applications and potential career paths. The course concludes with a team-based project on cutting-edge machine learning. Same as CHEM 452 . 4 undergraduate hours. No graduate credit. Prerequisite: MATH 225 , MATH 227 , MATH 257 , or MATH 415 . Restricted to Junior or Senior standing. Knowledge of essential programming constructs (e.g. functions, loops, conditional statements) in the context of a programming language (e.g. C/C++, Fortran, Java) is required. Basic proficiency with the Python programming language is strongly recommended.","Prerequisite: MATH 225 , MATH 227 , MATH 257 , or MATH 415 .",https://courses.illinois.edu/schedule/terms/CHBE/413
CHBE 415,Chemical Engineering Data Science Experience,3,"Through internships, research projects, or other off-campus experiences, students will engage in data projects in industry, research, or business settings. Students will gather and analyze data and create comprehensive reports linking their project with data analysis and engineering. Assessments will cover experimental planning, data acquisition, analysis, interpretation, written communication, and presentation. 3 undergraduate hours. No graduate credit. Prerequisite: CHBE 411 , IE 300 , or STAT 400 , plus instructor approval. Approval requires definite arrangements for an internship, research, industry co-op, or work experience. Arrangements should include plans for data analysis tasks and permission to use data in a technical project report for course credit.","Prerequisite: CHBE 411 , IE 300 , or STAT 400 , plus instructor approval.",https://courses.illinois.edu/schedule/terms/CHBE/415
CHBE 421,Momentum and Heat Transfer,4,"Introduction to fluid statics and dynamics; dimensional analysis; design of flow systems; introduction to heat transfer; conduction, convection, and radiation. 4 undergraduate hours. 4 graduate hours. Credit is not given for both CHBE 421 AND ABE 341 . Prerequisite: CHBE 221 and MATH 241 .",Prerequisite: CHBE 221 and MATH 241 .,https://courses.illinois.edu/schedule/terms/CHBE/421
CHBE 422,Mass Transfer Operations,4,Introduction to mass transfer processes and design methods for separation equipment. 4 undergraduate hours. 4 graduate hours. Prerequisite: CHBE 321 and CHBE 421 .,Prerequisite: CHBE 321 and CHBE 421 .,https://courses.illinois.edu/schedule/terms/CHBE/422
CHBE 424,Chemical Reaction Engineering,3,"Chemical kinetics; chemical reactor design; the interrelationship between transport, thermodynamics, and chemical reaction in open and closed systems. 3 undergraduate hours. 3 graduate hours. Prerequisite: Credit or registration in CHBE 422 .",Prerequisite: Credit or registration in CHBE 422 .,https://courses.illinois.edu/schedule/terms/CHBE/424
CHBE 430,Unit Operations Laboratory,4,"Experiments and computation in fluid mechanics, heat transfer, mass transfer, and chemical reaction engineering. Exercises in effective Chemical and Biomolecular Engineering communications. 4 undergraduate hours. 4 graduate hours. Prerequisite: CHBE 422 ; credit or concurrent registration in CHBE 424 ; senior standing in Chemical and Biomolecular Engineering.",Prerequisite: CHBE 422 ; credit or concurrent registration in CHBE 424 ; senior standing in Chemical and Biomolecular Engineering.,https://courses.illinois.edu/schedule/terms/CHBE/430
CHBE 431,Process Design,4,"Capstone design course where students apply principles from previous courses to the design of complete chemical process systems. Topics include: techniques used in the synthesis and analysis of chemical processes, process simulation and optimization, effective communication in a chemical process engineering environment. 4 undergraduate hours. 4 graduate hours. Prerequisite: CHBE 422 and CHBE 424 . Restricted to Senior Chemical Engineering Majors. This course satisfies the General Education Criteria for: Advanced Composition",Prerequisite: CHBE 422 and CHBE 424 .,https://courses.illinois.edu/schedule/terms/CHBE/431
CHBE 440,Process Control and Dynamics,3,"Techniques used in the analysis of process dynamics and in the design of process control systems. Laplace transforms, stability analysis, and frequency response methods. 3 undergraduate hours. 3 graduate hours. Prerequisite: CHBE 421 ; MATH 284 OR MATH 285 OR MATH 286; CS 101 . Restricted to students with senior standing in Chemical and Biomolecular Engineering.",Prerequisite: CHBE 421 ; MATH 284 OR MATH 285 OR MATH 286; CS 101 .,https://courses.illinois.edu/schedule/terms/CHBE/440
CHBE 451,Transport Phenomena,3,"Unifying treatment of physical rate processes with particular emphasis on the formulation and solution of typical boundary value problems associated with heat, mass, and momentum transport. 3 undergraduate hours. 3 graduate hours. Prerequisite: CHBE 421 ; MATH 285 .",Prerequisite: CHBE 421 ; MATH 285 .,https://courses.illinois.edu/schedule/terms/CHBE/451
CHBE 454,CHBE Projects,2,Laboratory; development of an individual project. 2 undergraduate hours. 2 graduate hours. Prerequisite: Senior standing in Chemical and Biomolecular Engineering.,Prerequisite: Senior standing in Chemical and Biomolecular Engineering.,https://courses.illinois.edu/schedule/terms/CHBE/454
CHBE 455,Polymers Synthesis and Industrial Applications,3,"Explores the fundamentals of polymer production by providing a broad overview of several topics within the field. Students will gain an appreciation of the relationships between polymer composition, synthesis, and processing, all of which ultimately determine bulk polymer properties. 3 undergraduate hours. No graduate credit. Credit is not given for both CHBE 455 and MSE 457 .",,https://courses.illinois.edu/schedule/terms/CHBE/455
CHBE 458,Synthetic Nanomaterials,3,"Study of the concepts related to the fundamentals and practical methods for the preparation of nanostructured materials. Classical nucleation and growth, interfacial science, crystal structures, and characterization techniques are among some of the topics covered. The emphasis will be placed on the processing controls of size, shape (dot, wire, and two-dimensional materials), facet, composition, and hierarchical structure. Students will also be exposed to related current topics, including the applications of nanoparticles in energy, sustainability, and biotechnology. 3 undergraduate hours. No graduate credit. Prerequisite: CHEM 102 and CHEM 104 , OR CHEM 202 and CHEM 204 , or equivalents.","Prerequisite: CHEM 102 and CHEM 104 , OR CHEM 202 and CHEM 204 , or equivalents.",https://courses.illinois.edu/schedule/terms/CHBE/458
CHBE 459,Polymer Rheology,3,"A molecular understanding of polymer characterization and properties is developed to provide an appreciation of the link between the physical chemistry of the microstructure and macroscopic behavior of polymer solutions and melts. Topics include polymer chain introduction, Flory-Huggins-based thermodynamics, rheological characterization (flow, deformation, linear/nonlinear viscoelasticity), dilute/networked polymer systems, and time-temperature superposition. Models describe polymeric suspensions, unentangled melts, entanglements, and the reptation model. 3 undergraduate hours. No graduate credit. Prerequisite: Restricted to undergraduates.",Prerequisite: Restricted to undergraduates.,https://courses.illinois.edu/schedule/terms/CHBE/459
CHBE 461,Functional Materials Assembly,3,"Discover essential principles, techniques, and industrial uses of self and directed assembly across scales (molecular to macro) in diverse materials, with a focus on molecular and polymeric substances. Explore intermolecular forces, surface energies, nucleation, crystal growth, phase separation, and interfacial instabilities. Lectures introduce assembly techniques and application of principles in producing materials like pharmaceuticals, fine chemicals, food products, electronics, and solar cells. 3 undergraduate hours. No graduate credit. Prerequisite: CHBE 321 , MATH 285 , and MATH 257 or MATH 415 . Restricted to undergraduate students.","Prerequisite: CHBE 321 , MATH 285 , and MATH 257 or MATH 415 .",https://courses.illinois.edu/schedule/terms/CHBE/461
CHBE 475,Tissue Engineering,3,"Principles and practices of Chemical Engineering will be applied to the topic of tissue engineering. Topics include: methods for employing selected cells, biomaterial scaffolds, soluble regulators or their genes, and mechanical loading and culture conditions for regenerative repair of tissues and organs in vitro and in vivo; understanding intrinsic wound healing processes; quantifying cell behaviors/phenotypes; regulatory compliance and clinical translation. 3 undergraduate hours. 3 graduate hours. Prerequisites: CHBE 421 and CHBE 422 , or consent of instructor.","Prerequisites: CHBE 421 and CHBE 422 , or consent of instructor.",https://courses.illinois.edu/schedule/terms/CHBE/475
CHBE 476,Biotransport,3,"Investigates the critical roles the transports of mass, energy and momentum play in the function of living systems at varied levels (e.g., cells , tissues, and organs) and time scales. Transport phenomena are also central to the design and operation of devices for biological research, imaging, biochemical processes, and therapeutic interventions including drug delivery, gene therapy and tissue engineering. Students will explore conservation laws of mass, energy, and momentum to mathematically describe cell and molecular biology, immunology, physiology and biomedical engineering systems. 3 undergraduate hours. No graduate credit. Prerequisites: CHBE 421 and CHBE 422 or consent of instructor.",Prerequisites: CHBE 421 and CHBE 422 or consent of instructor.,https://courses.illinois.edu/schedule/terms/CHBE/476
CHBE 478,Bioenergy Technology,3,"Introduction to emerging bioenergy technologies including: world energy consumption and greenhouse gas concerns; fundamental biochemistry of biomass conversion; structural chemistry of lignocelluloses; pretreatment of biomass; enzymatic deconstruction; bioethanol production and fermentation; metabolic engineering for improved biofuels production; feedstock development; industrial fermentation and fermentor design; economics of bioethanol; alternative biofuels, including biodiesel, syngas, Fischer-Tropsch diesel, butanol, ABE fermentation and biohydrogen; anaerobic microbiology; and the biorefinery concept. 3 undergraduate hours. No graduate credit. Prerequisites: CHBE 321 ; MCB 450 .",Prerequisites: CHBE 321 ; MCB 450 .,https://courses.illinois.edu/schedule/terms/CHBE/478
CHBE 481,Chemical Process Safety,3,"Explores the hazards and risks of industrial chemical processes and the management of these risks. Topics include process safety management, process hazard analysis, case studies, and the engineering analyses used in the design of processes to safely handle and deal with flammable, toxic, and reactive chemicals. 3 undergraduate hours. No graduate credit. Prerequisite: CHBE 321 , CHBE 421 and CHBE 422 are strongly recommended. Senior standing or consent of instructor.","Prerequisite: CHBE 321 , CHBE 421 and CHBE 422 are strongly recommended.",https://courses.illinois.edu/schedule/terms/CHBE/481
CHBE 494,Special Topics,1 to 3,"Study of topics in chemical engineering; content varies from term to term. Typical topics include optimization, chemical kinetics, phase equilibrium, biochemical engineering, kinetic theory, and transport properties. 1 to 3 undergraduate hours. 1 to 3 graduate hours. May be repeated. Prerequisite: Senior standing in Chemical and Biomolecular Engineering or consent of instructor.",Prerequisite: Senior standing in Chemical and Biomolecular Engineering or consent of instructor.,https://courses.illinois.edu/schedule/terms/CHBE/494
CHBE 496,Undergraduate Research Abroad,1 to 3,Study assist in research under faculty supervision at a location outside of the United States. Topic and type of assistance vary. 1 to 3 undergraduate hours. No graduate credit. May be repeated in separate terms up to 6 hours. Research credit hours in the course are included under department limits for maximum hours of research/independent study credit allowed toward degree requirements. Prerequisite: Evidence of adequate preparation for such study; consent of faculty member supervising the work (who will have examined the proposed research plan); and approval of the department. Not available to freshman.,Prerequisite: Evidence of adequate preparation for such study; consent of faculty member supervising the work (who will have examined the proposed research plan); and approval of the department.,https://courses.illinois.edu/schedule/terms/CHBE/496
CHBE 497,Individual Study for Seniors,1 to 3,Individual study of problems related to Chemical and Biomolecular Engineering. 1 to 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours. Prerequisite: Senior standing and consent of instructor.,Prerequisite: Senior standing and consent of instructor.,https://courses.illinois.edu/schedule/terms/CHBE/497
CHBE 499,Senior Thesis,1 to 6,"Limited in general to seniors in the curriculum in chemical and biomolecular engineering. Any others must have the consent of the head of the department. Each student taking the course must register in a minimum of 5 hours either in one term or divided over two terms. A maximum registration of 10 hours in two terms is permitted. 1 to 6 undergraduate hours. No graduate credit. In order to receive credit, a thesis must be presented by each student registered in CHBE 499 .",,https://courses.illinois.edu/schedule/terms/CHBE/499
CHBE 510,Graduate CHBE Internship,0,Full-time practice of chemical engineering in an off-campus industrial setting or research laboratory environment. Summary report required. Students must have received internship offer prior to enrolling in this course. Approved for S/U grading only. May be repeated if student is selected for additional work terms. Prerequisite: Graduate standing only.,Prerequisite: Graduate standing only.,https://courses.illinois.edu/schedule/terms/CHBE/510
CHBE 513,Advanced Transport Phenomena,4,"The advanced analysis of transport phenomena is a prerequisite to analyzing physical phenomena in a broad range of chemical engineering processes and applications. Topics include governing equations, mathematical analyses, essential mechanisms of conduction, diffusion and convective transport, hydrodynamic stability, and the interaction of mass transfer with reactions. This course is an alternative to CHBE 523 , with the added coverage of momentum transport. 4 graduate hours. 4 professional hours. Prerequisite: CHBE 521 and CHBE 421 ; or 400 level course in transport phenomena; or consent of instructor.",The advanced analysis of transport phenomena is a prerequisite to analyzing physical phenomena in a broad range of chemical engineering processes and applications. Prerequisite: CHBE 521 and CHBE 421 ; or 400 level course in transport phenomena; or consent of instructor.,https://courses.illinois.edu/schedule/terms/CHBE/513
CHBE 522,Fluid Dynamics,4,"Basic concepts in fluid dynamics with special emphasis on topics of interest to chemical and biomolecular engineers. Derivation of the Navier-Stokes equations; solutions for creeping flow, perfect fluids, and boundary layers; non-Newtonian fluids; turbulence. Prerequisite: Consent of instructor.",Prerequisite: Consent of instructor.,https://courses.illinois.edu/schedule/terms/CHBE/522
CHBE 525,Statistical Thermodynamics for Chemical Engineers,4,"Fundamentals and applications of both macroscopic thermodynamics and statistical mechanics. The formalism of statistical mechanics is introduced, in particular the development and calculation of partition functions, as well as its connections to thermodynamic equations of state and material properties. These concepts will be applied to problems relevant to chemical engineering, such as solution theory, electrolytes, adsorption, non-equilibrium thermodynamics, chemical reactions, molecular simulation, and dispersive interactions. Prerequisite: CHBE 321 . Graduate standing required.",Prerequisite: CHBE 321 .,https://courses.illinois.edu/schedule/terms/CHBE/525
CHBE 551,Chemical Kinetics & Catalysis,4,"Rates and mechanisms of chemical reactions, treatment of data, steady state and unsteady behavior predictions of mechanisms, prediction of rate constants and activation barriers. Introduction to catalysis. Catalysis by solvents, metals, organometallics, acids, enzymes, semiconductors. Same as CHEM 582 . Prerequisite: An undergraduate course in chemical kinetics.",Prerequisite: An undergraduate course in chemical kinetics.,https://courses.illinois.edu/schedule/terms/CHBE/551
CHBE 553,Surface Chemistry,4,"Introduction to the behavior of molecules adsorbed on solid surfaces; the structure of surfaces and adsorbate layers. The bonding of molecules to surfaces; adsorbate phase transitions; trapping and sticking of molecules on surfaces. An introduction to surface reactions; kinetics of surface reactions. A review of principles of chemical reactivity; reactivity trends on surfaces; prediction of rates and mechanisms of reactions on metals, semiconductors, and insulators. Same as CHEM 586 . Prerequisite: CHEM 444 .",Prerequisite: CHEM 444 .,https://courses.illinois.edu/schedule/terms/CHBE/553
CHBE 565,CHBE Seminar,1,Required of all graduate students whose major is Chemical and Biomolecular Engineering. Approved for S/U grading only. May be repeated. Prerequisite: CHBE 422 .,Prerequisite: CHBE 422 .,https://courses.illinois.edu/schedule/terms/CHBE/565
CHBE 571,Bioinformatics,4,"Introduction to statistical methods used in the analysis of genomic data. Methods are organized around data types commonly found in biological experiments, such as genotype data, gene expression levels, histone modifications, and microbiome data. Emphasis on statistical understanding. Practical implementation will be illustrated in R. Same as ANSC 543 , MCB 571 , and STAT 530 . 4 graduate hours. No professional credit. Prerequisite: MATH 461 , STAT 410 , STAT 420 , or equivalent coursework for these three courses and thorough knowledge of R.","Prerequisite: MATH 461 , STAT 410 , STAT 420 , or equivalent coursework for these three courses and thorough knowledge of R.",https://courses.illinois.edu/schedule/terms/CHBE/571
CHBE 581,Leadership Skills Application,1,"Application of foundational principles to real-world challenges faced by chemical engineers across diverse industries. Students will analyze case studies and engage with guest speakers to see how successful leaders have put key leadership competencies into action. Students will also build their own personalized leadership development plan and gain practical insights to shape and strengthen their leadership journey. Prerequisite: Completion of or concurrent enrollment in BADM 508 , or consent of instructor. Restricted to MENG:Engr:Chem Engr Lead majors.","Prerequisite: Completion of or concurrent enrollment in BADM 508 , or consent of instructor.",https://courses.illinois.edu/schedule/terms/CHBE/581
CHBE 582,Business Value and Skills Application,1,"Application of foundational financial principles to real-world challenges faced by chemical engineers across a range of industries. Students will consider case studies and interact with guest speakers to explore how financial decision-making integrates strategic thinking and organizational priorities. Students will also learn to navigate differing definitions of value across companies and gain the tools to assess and apply business value concepts in their professional career. Prerequisite: Completion of or concurrent enrollment in ACCY 503 , or consent of instructor. Restricted to MENG:Engr:Chem Engr Lead majors.","Prerequisite: Completion of or concurrent enrollment in ACCY 503 , or consent of instructor.",https://courses.illinois.edu/schedule/terms/CHBE/582
CHBE 593,Individual Study,0 to 4,Study under the supervision of a staff member in areas not covered in established course offerings. Approved for both letter and S/U grading. Prerequisite: Consent of the staff member under whom the study is to be made.,Prerequisite: Consent of the staff member under whom the study is to be made.,https://courses.illinois.edu/schedule/terms/CHBE/593
CHBE 594,Special Topics,1 to 4,"Various advanced topics; generally taken during the second year of graduate study. Typical topics include turbulence, hydrodynamic instability, process dynamics, interfacial phenomena, reactor design, cellular bioengineering, properties of matter at high pressure, and phase transitions. May be repeated. Prerequisite: Consent of instructor.",Prerequisite: Consent of instructor.,https://courses.illinois.edu/schedule/terms/CHBE/594
CHBE 597,Special Problems,2 to 16,"Individual work on problem-oriented projects not included in theses. This could be research, engineering design, or professional work in chemical and biomolecular engineering which has educational values. The work must be done under the supervision of a staff member with the approval of the department head. Research topics will vary semester to semester and instructor to instructor. May be repeated.",,https://courses.illinois.edu/schedule/terms/CHBE/597
CHBE 598,Research Seminar,0 to 4,"Discussion of recent developments of importance to different areas of chemical and biomolecular engineering research. The course is divided into a number of sections, and subject matter differs from section to section and from time to time. Approved for S/U grading only. May be repeated. Prerequisite: Consent of instructor.",Prerequisite: Consent of instructor.,https://courses.illinois.edu/schedule/terms/CHBE/598
CHBE 599,Thesis Research,0 to 16,Candidates for the master's degree who elect research are required to write a thesis. A thesis is always required for the Doctor of Philosophy. Not all candidates for thesis work necessarily are accepted. Any student whose major is in another department must receive permission from the head of the Department of Chemical and Biomolecular Engineering to register in this course. Approved for S/U grading only.,,https://courses.illinois.edu/schedule/terms/CHBE/599
CHEM 101,Introductory Chemistry,3,"[IAI Code: P1902] Introduction to the basic concepts and language of chemistry; lectures, discussions, and lab. Preparatory chemistry course for students who require additional background before enrolling in CHEM 102 . This course has been approved for graduation credit for all students in the College of LAS. Students in other colleges should check with their college office. Additional fees may apply. See Class Schedule. Prerequisite: 2.5 years of high school mathematics, or credit or concurrent registration in MATH 112 . This course satisfies the General Education Criteria for: Nat Sci & Tech - Phys Sciences","Prerequisite: 2.5 years of high school mathematics, or credit or concurrent registration in MATH 112 .",https://courses.illinois.edu/schedule/terms/CHEM/101
CHEM 102,General Chemistry I,3,"[IAI Code: CHM911] For students who have some prior knowledge of chemistry. Principles governing atomic structure, bonding, states of matter, stoichiometry, and chemical equilibrium. Credit is not given toward graduation for: Credit is not given for both CHEM 102 and CHEM 202 . Prerequisite: Credit in or exemption from MATH 112 ; one year of high school chemistry or equivalent. All students enrolled in CHEM 102 should also enroll in CHEM 103 . This course satisfies the General Education Criteria for: Nat Sci & Tech - Phys Sciences",Prerequisite: Credit in or exemption from MATH 112 ; one year of high school chemistry or equivalent.,https://courses.illinois.edu/schedule/terms/CHEM/102
CHEM 103,General Chemistry Lab I,1,[IAI Code: P1902 with CHEM 102 ] Laboratory studies to accompany CHEM 102 . Additional fees may apply. See Class Schedule. Credit is not given toward graduation for: CHEM 103 and CHEM 203 . Prerequisite: Credit or concurrent registration in CHEM 102 is required.,Prerequisite: Credit or concurrent registration in CHEM 102 is required.,https://courses.illinois.edu/schedule/terms/CHEM/103
CHEM 104,General Chemistry II,3,"[IAI Code: CHM912] Lecture and discussions. Chemistry of materials, including organic and biological substances, chemical energetics and equilibrium, chemical kinetics, and electrochemistry. Credit is not given toward graduation for: Credit is not given for both CHEM 104 and CHEM 204 . Prerequisite: CHEM 102 or CHEM 202 or advanced placement credit for one semester of college-level chemistry. All students enrolled in CHEM 104 should also enroll in CHEM 105 . This course satisfies the General Education Criteria for: Nat Sci & Tech - Phys Sciences",Prerequisite: CHEM 102 or CHEM 202 or advanced placement credit for one semester of college-level chemistry.,https://courses.illinois.edu/schedule/terms/CHEM/104
